Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.071013453,-0.00358670298010111,-0.00164803094230592,0.00169380963779986,0.00429528058959687
0.081013453,0.00408494472503662,0.00301819620653987,-0.00197699829004705,0.00545021137082087
0.091013453,-0.00344085018150508,-0.00251995422877371,-0.000285318034002557,0.00427446203249078
0.101013453,-0.00199296767823398,-0.00244223698973656,-0.00241455691866577,0.00397070860099297
0.111013453,0.00493983458727598,-0.00201213080435991,0.00198764447122812,0.00569221983654056
0.121013453,0.00411156052723527,0.00347385345958173,-0.000211859281989746,0.00538678681433861
0.131013453,-0.00430638575926423,-0.00395293207839131,-0.00308207329362631,0.0066083134089761
0.141013453,0.00206536171026528,-0.00491854222491384,-0.00254124659113586,0.00590895175555275
0.151013453,-0.000603639229666442,-8.09110788395628E-05,-0.00110401038546115,0.00126085917273792
0.161013453,-0.00483017880469561,-0.00364312785677612,-0.00200148462317884,0.00637251508926971
0.171013453,-0.00250717881135643,0.00137974682729691,-0.000386456871638075,0.00288773194967726
0.181013453,0.00343552697449923,0.00198338599875569,0.00441817101091147,0.00593775215837023
0.191013453,-0.00293196202255785,-0.00320982770062983,-0.00317788915708661,0.00538501389637769
0.201013453,0.00457466999068856,-0.00105610257014632,0.0023315167054534,0.00524203474904396
0.211013453,-0.00357499229721725,0.00299051613546908,0.00215691910125315,0.00513576252284062
0.221013453,-0.00286169722676277,-0.00026828411500901,0.00454911915585399,0.00538105681796667
0.231013453,-0.00138294068165123,0.000841049419250339,-0.00499732373282313,0.00525291667031038
0.241013453,0.00464067654684186,0.00472158752381802,0.00159160618204623,0.00680899976473857
0.251013453,-0.00257424986921251,-0.000942188256885856,0.00154263363219798,0.00314550466916559
0.261013453,0.00235600280575454,0.00440220162272453,-0.000817627762444317,0.00505951020413651
0.271013453,0.000962416001129895,0.00420311791822314,0.0040381015278399,0.00590751290670297
0.281013453,-0.00383582408539951,-0.00168422807473689,-0.00142020243220031,0.00442347663837966
0.291013453,-0.00195996440015733,-0.000254444050369784,0.00175449287053198,0.00264281052241741
0.301013453,-0.00371978036127985,-0.000502500392030925,0.000501435773912817,0.00378691304567639
0.311013453,-0.000909185037016869,-0.000987966894172132,0.00118279224261642,0.00178932766834615
0.321013453,-0.00291918660514057,0.0024454309605062,-0.00476843072101474,0.00610243513356361
0.331013453,-0.00452676182612777,-0.00122111849486828,0.00176088057924062,0.00500833339778252
0.341013453,0.00459489785134792,-0.0048184678889811,-0.000677097996231169,0.00669247194674464
0.351013453,0.000347065943060443,-0.00211539887823164,0.00438197376206517,0.00487822316364101
0.361013453,0.000877246435265988,-0.00122005387675017,0.000843178655486554,0.00172309112220687
0.371013453,-7.66526063671336E-05,-0.00177472073119134,0.0017576867248863,0.00249899418139073
0.381013453,-0.00331735424697399,0.00284146936610341,0.000481208000564948,0.00439435416167475
0.391013453,-0.186231762170792,-0.060748253017664,-0.155063956975937,0.249834845926207
0.401013453,-0.191893398761749,-0.0556370131671429,-0.100933380424976,0.223843921084557
0.411013453,-0.179195687174797,-0.0415861643850803,-0.030188350006938,0.186418453610291
0.421013453,-0.144095182418823,-0.0203853342682123,0.0404310524463654,0.151041893034553
0.431013453,-0.0986039936542511,0.000935800548177213,0.095059871673584,0.136967158435268
0.441013453,-0.0581154488027096,0.0152293816208839,0.124286875128746,0.138045524314856
0.451013453,-0.0251771863549948,0.0207749847322702,0.125486701726913,0.129662650804615
0.461013453,-0.00747682247310877,0.0162908080965281,0.0899773836135864,0.0917454242165721
0.471013453,-0.00381027301773429,0.00830190256237984,0.0458520948886871,0.0467531215247291
0.481013453,-0.00194186589214951,0.00423079775646329,0.0233662687242031,0.0238254697097636
0.491013453,0.00500264717265964,0.00707865506410599,0.0371147654950619,0.0381135101244185
0.501013453,0.0111859571188688,0.013713363558054,0.0759212076663971,0.0779564734339922
0.511013453,0.00663045002147555,0.0160172004252672,0.101661577820778,0.103128996804781
0.521013453,-0.00627486733719707,0.0130053916946054,0.104832015931606,0.105821858505292
0.531013453,-0.0111359199509025,0.00762693397700787,0.0752760469913483,0.0764765459842834
0.541013453,-0.0393813401460648,-0.00549982441589236,0.0260384641587734,0.0475304074888216
0.551013453,-0.0978193655610085,-0.0251857023686171,-0.0206397771835327,0.103096790855703
0.561013453,-0.141894608736038,-0.0386616550385952,-0.0480313710868359,0.154712042734747
0.571013453,-0.166934460401535,-0.0421269945800304,-0.0370338521897793,0.176105945242947
0.581013453,-0.178266271948814,-0.0379260033369064,0.00961032044142485,0.182509187995089
0.591013453,-0.184366539120674,-0.0319375209510326,0.0672168806195259,0.19881935276037
0.601013453,-0.188147008419037,-0.0278578978031874,0.109027683734894,0.219231373365315
0.611013453,-0.191019356250763,-0.0262567102909088,0.127199664711952,0.230992562652112
0.621013453,-0.197371929883957,-0.0271233096718788,0.131671071052551,0.238806665706383
0.631013453,-0.214242964982986,-0.0313562378287315,0.133139178156853,0.254183599895342
0.641013453,-0.241875156760216,-0.038468960672617,0.134411409497261,0.279374085047362
0.651013453,-0.268272399902344,-0.0449695251882076,0.13892325758934,0.305437408063011
0.661013453,-0.274172514677048,-0.0457477644085884,0.155224710702896,0.318367926408295
0.671013453,-0.250519871711731,-0.038562647998333,0.187206953763962,0.315109072355411
0.681013453,-0.210795715451241,-0.0267762448638678,0.227103561162949,0.311010977996764
0.691013453,-0.178994476795197,-0.0160981118679047,0.262793868780136,0.318368951685508
0.701013453,-0.169643923640251,-0.0087309442460537,0.296643435955048,0.341837122487748
0.711013453,-0.176038026809692,-0.000157563685206696,0.351090222597122,0.392751519554873
0.721013453,-0.181097090244293,0.0174874402582645,0.456342756748199,0.491274544728589
0.731013453,-0.171898782253265,0.0492876246571541,0.629960894584656,0.654850509651172
0.741013453,-0.14260470867157,0.0925612151622772,0.85391640663147,0.870676122907952
0.751013453,-0.0937567800283432,0.13641183078289,1.07376885414124,1.0864520576181
0.761013453,-0.0316149406135082,0.167237877845764,1.2233818769455,1.23516445427119
0.771013453,0.0299019683152437,0.174049317836761,1.2511727809906,1.26357454099088
0.781013453,0.0739931836724281,0.151908427476883,1.12983703613281,1.14240224517718
0.791013453,0.0881100371479988,0.103999480605125,0.864448666572571,0.875129000634451
0.801013453,0.0580270849168301,0.0414286032319069,0.516683280467987,0.521579412999451
0.811013453,-0.0256062280386686,-0.0200744643807411,0.193594664335251,0.196309849711166
0.821013453,-0.143957853317261,-0.0646287873387337,-9.36865108087659E-05,0.15779972262888
0.831013453,-0.246618032455444,-0.0802456960082054,-0.00263812718912959,0.259358411035968
0.841013453,-0.284185260534287,-0.0645191371440888,0.179488450288773,0.342257337612831
0.851013453,-0.25351357460022,-0.0294835716485977,0.467084765434265,0.532265527349388
0.861013453,-0.182468324899673,0.00522515224292874,0.736928522586823,0.759200658067188
0.871013453,-0.0880174189805985,0.0255455449223518,0.884997963905335,0.889730878988683
0.881013453,0.0308122169226408,0.0266974624246359,0.866945207118988,0.867903300695526
0.891013453,0.179229751229286,0.00943891610950232,0.689197361469269,0.712183543701507
0.901013453,0.346411198377609,-0.0240007825195789,0.381056070327759,0.515539023408119
0.911013453,0.504574298858643,-0.0694036111235619,-0.0159032866358757,0.509573349805015
